,percent_known,mean
2098498,"[0, 0.2, 0, 0.388, 0.493125, 0.26316666666666666, 0, 0, 0.2955, 0.2857142857142857, 0.398, 0.22991071428571427, 0, 0.08727272727272727, 0.28297872340425534, 0.24812499999999998, 0.15384615384615385, 0.25, 0.328, 0.2640540540540541, 0.2653968253968254, 0.3333333333333333, 0.3, 0.25, 0.24496000000000004, 0.21019417475728158, 0.16666666666666666, 0.379047619047619, 0.25, 0.31, 0.527, 0.3479569892473119, 0.3316666666666667, 0.16878048780487806, 0.3333333333333333, 0.15605263157894736, 0.5, 0.3725, 0.35465753424657537, 0.125, 0.16333333333333333, 0.3254098360655738, 0.17714285714285713, 0.3333333333333333, 0.2628301886792453, 0.31384615384615383, 0, 0.3333333333333333, 0.3, 0, 0.298953488372093, 0, 0.3778, 0.3551851851851852, 0.2236274509803922, 0.28323809523809523, 0.3333333333333333, 0.2819072164948454, 0.32666666666666666, 0.3046153846153846, 0.3456521739130435, 0.3673684210526316, 0.2896240601503759, 0.24114503816793895, 0.23529411764705882, 0.1995238095238095, 0.3146428571428571, 0.2, 0.18181818181818182, 0.27812499999999996, 0, 0.18222222222222223, 0.3618181818181818, 0.4, 0, 0.25, 0, 0, 0.32209302325581396, 0.3333333333333333, 0.42857142857142855, 0.4444444444444444, 0.22678571428571428, 0.314, 0.3402777777777778, 0.5454545454545454, 0.3335211267605634, 0.14285714285714285, 0.20771929824561403, 0.1702127659574468, 0, 0, 0.27993421052631584, 0.20463917525773198, 0.4509090909090909, 0.25, 0.25, 0.2948148148148148, 0.5, 0.40095238095238095, 0.38063829787234044, 0.392, 0.2, 0.49636363636363645, 0, 0, 0.3075, 0, 0, 0.49125]",0.25131183377308697
2098500,"[0.24, 0.42857142857142855, 0.2, 0.20353658536585367, 0.2081418092909535, 0.5, 0, 0.2660992907801419, 0.3642105263157895, 0.2196774193548387, 0.30230769230769233, 0.3122857142857143, 0.2542780748663102, 0.19533333333333333, 0, 0, 0.15288888888888888, 0.22145161290322582, 0.18904761904761905, 0.26366666666666666, 0.27263157894736845, 0.20634146341463416, 0.27205882352941174, 0.3438461538461539, 0.22706521739130436, 0.30444444444444446, 0, 0.3820454545454545, 0.3333333333333333, 0.2604608294930876, 0.3218918918918919, 0.29794117647058826, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.2857142857142857, 0.26317073170731703, 0.20525345622119817, 0.3021885521885521, 0.26968000000000003, 0.19560000000000002, 0.24897590361445787, 0.10206896551724137, 0.17647058823529413, 0.5, 0, 0.5, 0, 0, 0, 0.49333333333333335, 0.16666666666666666, 0.08333333333333333, 0.16, 0.22894601542416448, 0.31827067669172937, 0.3472093023255814, 0, 0.22, 0.36, 0, 0.3333333333333333, 0, 0.4, 0.24104651162790702, 0.25617283950617287, 0.23814814814814814, 0.31519379844961243, 0.25956521739130434, 0.2222222222222222, 0.16666666666666666, 0.29, 0, 0.12280701754385964, 0.28357142857142853, 0.3333333333333333, 0.24812499999999998, 0.23827586206896553, 0.1791044776119403, 0.2500666666666667, 0.22580645161290322, 0.3333333333333333, 0, 0, 0.23809523809523808, 0.25, 0.25, 0.3684210526315789, 0.20588235294117646, 0.16375, 0.1111111111111111, 0.1918041237113402, 0.3333333333333333, 0.19830769230769232, 0.124375, 0.4185714285714286, 0.16666666666666666]",0.22238975320799304
2098502,"[0.396, 0, 0.08, 0.24047318611987378, 0.13043478260869565, 0.2917647058823529, 0.23689922480620157, 0.3333333333333333, 0.14285714285714285, 0.19000000000000003, 0.17560283687943262, 0, 0.21271428571428572, 0, 0.21212121212121213, 0.19744444444444448, 0.2296585365853659, 0.25, 0.2674324324324324, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333, 0.5, 0.2631578947368421, 0, 0.27017241379310347, 0.23634551495016617, 0.20868852459016393, 0.2738918918918919, 0.2107692307692308, 0.2809433962264151, 0.2539024390243903, 0.24255319148936172, 0, 0, 0.13602739726027396, 0.28480769230769226, 0.30483870967741933, 0.25, 0.49333333333333335, 0.1226086956521739, 0.1111111111111111, 0, 0.62, 0, 0.2257471264367816, 0.2598245614035088, 0.2, 0.12083333333333335, 0.29619047619047617, 0.3327659574468085, 0.24895522388059702, 0.2990476190476191, 0.2653125, 0.2582666666666667, 0, 0.4, 0.2681081081081081, 0.17325, 0.14285714285714285, 0.2206818181818182, 0.2349382716049383, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.29792114695340494, 0.4, 0.41375, 0.18705263157894736, 0.3333333333333333, 0.2532558139534884, 0.31566037735849056, 0.24, 0.27, 0.23475409836065578, 0.316, 0, 0.3333333333333333, 0.37124999999999997, 0]",0.22594814008683875
2098504,"[0.125, 0.186, 0.3333333333333333, 0.22, 0.23757894736842103, 0, 0.32666666666666666, 0.2724390243902439, 0.19157894736842104, 0.2683720930232559, 0.24355555555555558, 0.1111111111111111, 0.058823529411764705, 0.20551724137931035, 0.4067605633802817, 0.21331395348837212, 0.11764705882352941, 0.24666666666666667, 0.19047619047619047, 0.24064102564102563, 0.1991935483870968, 0.4, 0.2724311926605505, 0.2042292490118577, 0.4, 0.36, 0.23912878787878789, 0.23684210526315788, 0.23211764705882354, 0.21142857142857144, 0.28095238095238095, 0.3333333333333333, 0.3333333333333333, 0.15384615384615385, 0, 0.232, 0.4, 0.2, 0.5, 0.2246613545816733, 0.259047619047619, 0.1837037037037037, 0.2835971223021583, 0, 0.3333333333333333, 0.19766666666666666, 0.22484848484848488, 0.22, 0.125, 0.36, 0.25728395061728393, 0.18181818181818182, 0.3333333333333333, 0.25, 0.3333333333333333, 0, 0.3125, 0.125, 0.21546218487394958, 0.33071428571428574, 0, 0.125, 0.047619047619047616, 0.20235294117647062, 0.3333333333333333, 0.29742857142857143, 0, 0.5, 0.26245283018867926, 0.2519047619047619, 0, 0.047619047619047616, 0.21545454545454548, 0.25612903225806455, 0.287887323943662, 0.23573863636363637, 0, 0.3333333333333333, 0.16666666666666666, 0.2857142857142857, 0.184, 0.184, 0, 0, 0.21428571428571427, 0.245, 0.16333333333333333, 0.21777777777777776, 0.495, 0.5, 0.3723076923076923, 0, 0.4228571428571429, 0.5714285714285714, 0.193]",0.22891838267796366
2098506,"[0.05, 0.2613207547169812, 0.4, 0.38926829268292684, 0.3333333333333333, 0.245, 0.2225, 0.2857142857142857, 0.2690909090909091, 0.17125, 0.19606557377049183, 0.248421052631579, 0.2036274509803922, 0.29739130434782607, 0.3333333333333333, 0.2981, 0.4, 0.3333333333333333, 0.23322580645161292, 0.5714285714285714, 0.3333333333333333, 0.125, 0.3232432432432433, 0, 0.14285714285714285, 0.3004166666666667, 0.2897333333333334, 0.2716974169741697, 0.27825581395348836, 0.27057471264367816, 0.3081967213114754, 0, 0, 0, 0.25, 0.27938053097345134, 0, 0.17225, 0.5223529411764706, 0, 0, 0.29265625, 0, 0, 0.22727272727272727, 0.17349206349206348, 0.5, 0.30324675324675326, 0.13714285714285715, 0.28080000000000005, 0.17444444444444446, 0.193, 0.23674418604651165, 0.3333333333333333, 0.36081632653061224, 0.245, 0.2682926829268293, 0.16666666666666666, 0.27599999999999997, 0.09090909090909091, 0.375, 0.4, 0.29411764705882354, 0, 0.3333333333333333, 0.28233333333333344, 0.3333333333333333, 0, 0, 0.2773053892215569, 0.49333333333333335, 0.12866666666666668, 0.23500000000000004, 0.22074074074074074, 0.49714285714285716, 0.27089285714285716, 0.29098765432098767, 0.1837037037037037, 0, 0.20833333333333334, 0.19666666666666666, 0.2584153005464481, 0.24569892473118282, 0.1825, 0.19063829787234043, 0.3, 0.3333333333333333, 0.25538461538461543, 0.25, 0.25, 0.22727272727272727, 0.3333333333333333, 0.31421052631578944, 0.3333333333333333, 0.25829493087557603, 0.3333333333333333, 0, 0.28285714285714286, 0.3280952380952381, 0.5, 0.25057142857142856, 0.2926530612244898, 0.22400000000000003, 0.44222222222222224, 0.4117647058823529, 0.16, 0.186, 0.24833333333333332, 0.3860714285714285, 0, 0.07666666666666667, 0.3563636363636364, 0.2]",0.24160842132518046
2098508,"[0.32666666666666666, 0.34823529411764703, 0.26666666666666666, 0.34146341463414637, 0.3333333333333333, 0.21833333333333332, 0.09523809523809523, 0.25, 0.2, 0.1517948717948718, 0.2, 0.3333333333333333, 0.3244444444444444, 0.28903225806451616, 0.26435897435897443, 0.10695652173913044, 0.22576923076923075, 0.23418181818181816, 0.23173228346456692, 0.29443983402489626, 0, 0.22080808080808081, 0.21463768115942028, 0.21777777777777776, 0.2826666666666667, 0.26376811594202904, 0.3333333333333333, 0.32999999999999996, 0.2857142857142857, 0.32730769230769236, 0.215, 0.2607352941176471, 0.189468085106383, 0, 0.24951690821256042, 0.20541666666666666, 0.25, 0.2246153846153846, 0.26958904109589044, 0.2922321428571429, 0.24810526315789477, 0.2857142857142857, 0.29504672897196266, 0.1676595744680851, 0.20323529411764707, 0, 0.19047619047619047, 0, 0.2, 0.49333333333333335, 0.14285714285714285, 0.21602564102564104, 0.3426086956521739, 0.4, 0.21202380952380956, 0.2756928838951311, 0.23850000000000002, 0.16666666666666666, 0.2530701754385965, 0.30346153846153845, 0.26698412698412705, 0.33037037037037037, 0.47058823529411764, 0.332, 0.24283950617283953, 0.23375, 0.22386861313868617, 0.198, 0.22111111111111112, 0, 0.18203389830508476, 0.34903225806451615, 0.28016666666666673, 0.32345454545454544, 0.3333333333333333, 0.3895652173913044, 0.36491935483870974, 0.29450549450549457, 0.3519402985074627, 0.5, 0.3121052631578947, 0.3094478527607362, 0.13318181818181818, 0.47840000000000005, 0.20432835820895523, 0, 0.3211627906976744, 0.198, 0.22093525179856116, 0.24333333333333332, 0.3575, 0.09090909090909091, 0.2, 0.256, 0.2837190082644628, 0.2554098360655738, 0.3086792452830189, 0, 0.3333333333333333, 0, 0.2, 0.25, 0.172, 0.16666666666666666, 0.2276923076923077, 0.3333333333333333, 0.2, 0.2525641025641026, 0.5, 0.26165644171779145, 0.16216216216216217, 0.28823076923076923, 0, 0.192, 0.3333333333333333, 0.3, 0, 0.4228571428571429, 0.37, 0.25]",0.24650374354997637
2098510,"[0.2222222222222222, 0.43259259259259264, 0.389, 0.4, 0.239438202247191, 0.38461538461538464, 0.2510759493670886, 0.2784615384615385, 0.30816513761467895, 0.24125000000000002, 0.23249999999999998, 0.3745370370370371, 0.3241059602649006, 0.24177777777777776, 0.2444444444444444, 0.3494117647058823, 0.3333333333333333, 0.3333333333333333, 0.2851677852348994, 0.2848979591836735, 0.2881992337164751, 0.30579831932773116, 0.33728, 0.75, 0, 0.4228571428571429, 0.24527559055118112, 0.24071823204419893, 0.1837037037037037, 0.26615384615384624, 0.2839490445859873, 0, 0.34782608695652173, 0.2976, 0.29228235294117644, 0.4377966101694915, 0.4584615384615385, 0.37366972477064225, 0.44, 0.40778947368421053, 0.29050000000000004, 0.3205982905982906, 0.28463917525773197, 0.25320000000000004, 0.3075862068965517, 0, 0.24, 0.21777777777777776, 0.3201379310344828, 0.26666666666666666, 0.42857142857142855, 0.5, 0.2277142857142857, 0.2740740740740741, 0.125, 0.3333333333333333, 0.25, 0.42857142857142855, 0, 0.10666666666666666, 0, 0, 0.6, 0.18, 0, 0.2823076923076923, 0.245, 0.2497391304347826, 0.16666666666666666, 0.2500699300699301, 0.3333333333333333, 0.26954545454545453, 0.1111111111111111, 0.2898275862068965, 0.1935483870967742, 0.45454545454545453, 0, 0, 0.24810000000000001, 0.2927368421052632, 0.4257142857142857, 0.3333333333333333, 0.2366346153846154, 0.3160869565217392, 0.25, 0.415, 0.3275, 0.2936363636363637, 0.2795, 0, 0, 0.3333333333333333, 0.1, 0.3333333333333333, 0.33254901960784317, 0.2795945945945947, 0, 0.3333333333333333, 0.5, 0, 0, 0.18181818181818182, 0.5, 0.42888888888888893, 0.24, 0.26636363636363636, 0.3333333333333333, 0.3244444444444444]",0.2707005354591404
2098512,"[0, 0.2845762711864407, 0.20120370370370375, 0, 0.3333333333333333, 0.2690909090909091, 0.2289855072463768, 0.314, 0.25771217712177125, 0.22757142857142856, 0.2975102040816327, 0.2025, 0.20816216216216218, 0.2322077922077922, 0.20977777777777779, 0.2592822966507177, 0.3148387096774194, 0.2750819672131148, 0.25857142857142856, 0.336986301369863, 0.5, 0.17647058823529413, 0.22042168674698798, 0.2, 0.22471428571428573, 0.26191176470588234, 0.18181818181818182, 0.2628571428571429, 0.2962962962962963, 0.2590769230769231, 0.2585294117647059, 0, 0.3333333333333333, 0.3333333333333333, 0.2777777777777778, 0, 0.23944827586206902, 0.2681021897810219, 0, 0.2222222222222222, 0.2784375, 0.392, 0.3647368421052632, 0.3333333333333333, 0.15384615384615385, 0.21719512195121954, 0.1, 0.2965, 0.25, 0.2695, 0.27518518518518525, 0.3333333333333333, 0.5, 0.15130434782608695, 0.25, 0, 0, 0.3568, 0.3333333333333333, 0.1761290322580645, 0.26166666666666666, 0.17217391304347826, 0.18823076923076928, 0.3333333333333333, 0, 0, 0.22742857142857142, 0.25565217391304346, 0.165, 0.203265306122449, 0.3565714285714286, 0.21428571428571427, 0.18181818181818182, 0.12903225806451613, 0.3, 0.14285714285714285, 0.4, 0.5555555555555556, 0.1538793103448276, 0, 0.18518518518518517, 0, 0, 0.3]",0.22601517948909725
2098514,"[0.2, 0, 0.15818181818181817, 0.3333333333333333, 0.20689655172413793, 0.19333333333333333, 0.20220338983050848, 0.16327868852459018, 0.35128205128205137, 0.246383363471971, 0.5, 0.23677595628415304, 0.27977272727272734, 0.27448275862068966, 0.29576271186440684, 0.3, 0.3333333333333333, 0.3333333333333333, 0.20527272727272725, 0.27294117647058824, 0.29633333333333334, 0, 0.19588235294117648, 0.3637037037037037, 0.3333333333333333, 0.28541666666666665, 0.1672857142857143, 0.2, 0.29615384615384616, 0.28285714285714286, 0.27717948717948715, 0.3333333333333333, 0.3333333333333333, 0.24758928571428576, 0.5, 0, 0.22384615384615386, 0, 0, 0.2203968253968254, 0.4, 0.3333333333333333, 0.33931372549019606, 0.3333333333333333, 0.31774193548387103, 0.2609550561797753, 0.25216867469879517, 0.2, 0.5, 0.26235294117647057, 0.28, 0.37615384615384617, 0.14285714285714285, 0.245625, 0.25, 0.23167539267015708, 0.3287878787878788, 0.3333333333333333, 0.27052631578947367, 0.154, 0.28009900990099007, 0.24915966386554625, 0.268989898989899, 0.2537704918032787, 0.2772, 0.2691891891891892, 0, 0, 0.256, 0.3333333333333333, 0.2222222222222222, 0, 0, 0.24815533980582527, 0.35909090909090907, 0, 0.5, 0.186]",0.2456228170987287
2098516,"[0.125, 0, 0.31, 0.4, 0.386, 0.2292, 0.4, 0.25, 0.23138686131386862, 0.23931506849315062, 0.24, 0, 0.3333333333333333, 0.495, 0.3333333333333333, 0.2671186440677966, 0.2925925925925926, 0.22175675675675677, 0.25219512195121957, 0.4228571428571429, 0.4, 0.292972972972973, 0.2, 0.16333333333333333, 0, 0.25, 0.3313333333333333, 0.2096428571428572, 0.14214285714285715, 0, 0, 0.1627777777777778, 0.13714285714285715, 0.15188034188034188, 0.4640000000000001, 0.275, 0.11529411764705882, 0.27999999999999997, 0.2580769230769231, 0.23417721518987342, 0, 0.5, 0, 0.22885245901639345, 0.2541379310344828, 0.1590909090909091, 0.16083333333333336, 0.2103301886792453, 0.27999999999999997, 0.26666666666666666, 0.25, 0.09090909090909091, 0.31000000000000005, 0.2331515151515152, 0, 0.2651428571428572, 0.3333333333333333, 0, 0.17714285714285713, 0.2259090909090909, 0.5, 0.22490566037735849, 0.23076923076923078, 0.19047619047619047, 0.31857142857142856, 0.27809523809523806, 0.17794871794871794, 0, 0.24666666666666667, 0.24, 0.16666666666666666, 0.23525423728813558, 0.17142857142857143, 0.2038235294117647, 0.21265306122448982, 0.19437500000000002, 0.29, 0.25408000000000003, 0, 0.3333333333333333, 0.22045454545454543, 0.14095238095238094, 0, 0, 0.4, 0.26579646017699116, 0, 0, 0.3333333333333333, 0.3441176470588236, 0.125, 0.3333333333333333, 0.2515976331360947, 0, 0.2009154929577465, 0.0965, 0.25, 0.1753636363636364, 0.3333333333333333, 0.2288235294117647, 0.16871794871794873, 0.37846153846153846, 0.4, 0.09090909090909091, 0.26545454545454544, 0.26023809523809527, 0.23333333333333334, 0, 0, 0, 0, 0.392, 0.13714285714285715, 0.4, 0.1564516129032258, 0.31666666666666665]",0.21388196741677776
2098518,"[0.3251497005988024, 0.2958490566037736, 0.27466101694915257, 0.3169767441860465, 0.22923076923076924, 0.2857142857142857, 0.31555555555555553, 0.2, 0.26304761904761903, 0, 0.2838095238095238, 0, 0.29571428571428576, 0.2227333333333333, 0.27382978723404255, 0.2718867924528302, 0.24416666666666667, 0.4407692307692308, 0.35073170731707326, 0.2869465648854962, 0, 0, 0, 0, 0.16604166666666667, 0.27737500000000004, 0.16666666666666666, 0.21052631578947367, 0.185, 0.3333333333333333, 0, 0.46153846153846156, 0, 0.157741935483871, 0, 0.3383050847457627, 0, 0.25, 0.4715789473684211, 0.3320353982300886, 0.3944, 0, 0.3505882352941177, 0.2227753303964758, 0, 0.26180555555555557, 0, 0.096, 0, 0, 0.348, 0.2919148936170213, 0.21555555555555556, 0.2307142857142857, 0.5454545454545454, 0.3, 0, 0.315, 0.3046153846153846, 0.24280701754385964, 0.2877327935222672, 0.3003478260869566, 0, 0.3333333333333333, 0.2917647058823529, 0.25157894736842107, 0.6, 0.6, 0.40784313725490196, 0.3046153846153846, 0.205, 0.3333333333333333, 0.23066666666666666, 0.24903225806451612, 0.43478260869565216, 0.2857142857142857, 0.3333333333333333, 0, 0.33037037037037037, 0.4361111111111111, 0.22041666666666665, 0.18181818181818182, 0, 0.09523809523809523, 0.2777777777777778, 0, 0.3371428571428572, 0.27906976744186046, 0.21166666666666667, 0.29231092436974787, 0.3333333333333333, 0.14285714285714285, 0.3125, 0.19944444444444442, 0.5, 0.3333333333333333, 0.26272727272727275, 0.32666666666666666, 0.2310526315789474, 0, 0, 0.3084444444444444, 0.14285714285714285, 0.3041176470588236, 0.392, 0.38406250000000003, 0.2792307692307692, 0.29425, 0.28042857142857147, 0.25, 0, 0.2857142857142857, 0, 0.45454545454545453, 0, 0, 0, 0, 0, 0, 0.39649999999999996, 0, 0.3030769230769231, 0.4942857142857143, 0.21333333333333332, 0.6]",0.22843102299229656
2098520,"[0.2630645161290323, 0.18807692307692309, 0.3333333333333333, 0.19476190476190477, 0.2952777777777778, 0, 0.196, 0.25033898305084745, 0.3092307692307691, 0.3063636363636364, 0.32666666666666666, 0.25401709401709405, 0.277936507936508, 0.625, 0.22783783783783787, 0, 0.3333333333333333, 0.5, 0.2678125, 0.26885245901639343, 0.196, 0.25435897435897437, 0.21081967213114755, 0.33037037037037037, 0.2543478260869565, 0.25, 0.16666666666666666, 0.23215686274509803, 0.3112037037037037, 0.2857142857142857, 0.25608695652173913, 0.30226562500000004, 0.31534482758620697, 0.29117647058823537, 0.18133333333333332, 0.26666666666666666, 0.3546153846153846, 0.2727272727272727, 0.24, 0, 0.3515294117647059, 0.2857142857142857, 0.2734722222222222, 0.24562499999999998, 0.21329113924050636, 0, 0.13999999999999999, 0.264, 0.3158219178082192, 0.3333333333333333, 0.265, 0.28071428571428575, 0.3860869565217391, 0.32891666666666663, 0.21142857142857144, 0.35066666666666674, 0.196, 0.23673913043478262, 0, 0, 0.32282608695652176, 0.35435897435897445, 0.350483870967742, 0, 0.3333333333333333, 0.18659574468085105, 0.5714285714285714, 0.4325, 0.2921621621621621, 0.2784, 0.36363636363636365, 0.32666666666666666, 0.16666666666666666, 0.198, 0.3333333333333333, 0.4117647058823529, 0.2749704142011834, 0.2777777777777778, 0.5, 0.3528813559322034, 0.18181818181818182, 0.2807600000000001, 0.22662650602409642, 0.35866666666666663, 0.18853658536585366, 0, 0, 0.3333333333333333, 0.4, 0.3333333333333333, 0, 0.2886274509803921, 0, 0.3093055555555556, 0.3333333333333333, 0.2963095238095238, 0.4, 0, 0, 0.5, 0.2, 0.42857142857142855, 0.4189473684210526, 0.3097142857142858, 0.31324894514767926, 0, 0, 0.3333333333333333, 0.378]",0.25879220723171414
2098522,"[0, 0, 0, 0, 0.6, 0.27394557823129256, 0.6038461538461538, 0.2457303370786517, 0.33045045045045046, 0.2743421052631579, 0, 0.3333333333333333, 0, 0.6, 0.2820466321243522, 0.28578512396694217, 0.3562820512820513, 0.3191608391608392, 0.375, 0.28430939226519336, 0.21428571428571427, 0.14285714285714285, 0.30813688212927753, 0.3073106060606061, 0.16333333333333333, 0, 0.3703125, 0.2897058823529412, 0.3333333333333333, 0.5418181818181819, 0.37, 0.38666666666666666, 0.28101398601398603, 0.306, 0.3181818181818182, 0.28614035087719303, 0.33544117647058824, 0, 0.28552631578947374, 0.23234042553191492, 0.42689655172413804, 0.655, 0.40641025641025647, 0.36363636363636365, 0.26492307692307693, 0.11114583333333332, 0.37124999999999997, 0.39422222222222225, 0.42857142857142855, 0.3, 0.24666666666666667, 0.3072151898734178, 0.3433088235294118, 0.264, 0.3356310679611651, 0.3684210526315789, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.29897959183673467, 0.6666666666666666, 0.3136842105263158, 0.2316, 0, 0.6, 0.2, 0.3333333333333333, 0.125, 0.292, 0.2816666666666667, 0.19000000000000003, 0.32, 0.30544444444444446, 0.32545454545454544, 0.23596491228070174, 0.21142857142857144, 0.2888636363636363, 0.2246153846153846, 0.2, 0.3, 0, 0.3333333333333333, 0.25, 0, 0.2775, 0.2880645161290322, 0.3333333333333333, 0.3333333333333333, 0.24701492537313433, 0.22397163120567376, 0.26027777777777783, 0, 0.5, 0, 0.2784422110552764, 0.338109756097561, 0.2828571428571428, 0.27875, 0, 0.325]",0.2771862477030024
2098524,"[0, 0, 0.20655462184873952, 0.2892857142857143, 0, 0.27151515151515154, 0.3063346613545816, 0.3790322580645161, 0.2924489795918368, 0.341010101010101, 0.22727272727272727, 0.2672043010752688, 0.3625190839694657, 0.23444444444444448, 0.22204081632653067, 0, 0, 0.41461538461538466, 0.2, 0.29645161290322586, 0.22974358974358977, 0, 0.4, 0.3333333333333333, 0.3382278481012658, 0.4464516129032259, 0.23840000000000003, 0.3333333333333333, 0.3333333333333333, 0.3, 0.4481818181818182, 0.25022988505747124, 0.4, 0.08695652173913043, 0.16333333333333336, 0, 0.3333333333333333, 0, 0, 0, 0, 0.3333333333333333, 0, 0.2649462365591398, 0.5, 0.15076923076923077, 0.32556818181818187, 0.3402352941176471, 0.32057142857142856, 0.21739130434782608, 0.31636363636363635, 0.37, 0.4166666666666667, 0.08333333333333333, 0.26131736526946114, 0.3952631578947369, 0.24662068965517245, 0.35, 0.3395495495495496, 0.231484375, 0, 0.1972, 0.18181818181818182, 0.25, 0.28135135135135136, 0.16666666666666666, 0.24097560975609753, 0, 0.2558659217877095, 0.2977777777777778, 0.26304, 0.36363636363636365, 0.13333333333333333, 0, 0.2114285714285714, 0.3128, 0, 0.1, 0, 0, 0.24721153846153848, 0.2136633663366337, 0, 0.1922330097087379, 0.2214840182648401, 0.25956521739130434, 0.3150354609929078, 0.3142857142857143, 0.2887272727272727, 0.340782122905028, 0.2391625615763547, 0, 0, 0, 0.22163793103448276, 0.5, 0.3333333333333333, 0.3078431372549019, 0.2727272727272727, 0.3832467532467533, 0, 0.25, 0, 0.15076923076923077, 0.29794117647058826, 0.1663076923076923, 0.246, 0, 0.18785714285714286, 0.3136842105263158, 0.1111111111111111, 0.5, 0.25, 0.31, 0.5]",0.22260438813709046
2098528,"[0.125, 0.44800000000000006, 0, 0, 0.5, 0.24933333333333335, 0.2246153846153846, 0, 0.2, 0.25, 0.29, 0.16535714285714287, 0.3333333333333333, 0.34608695652173915, 0.5, 0.31112359550561797, 0.13714285714285715, 0.221, 0.3333333333333333, 0, 0.6, 0.5, 0.20551724137931035, 0.2482084690553746, 0.3333333333333333, 0.5, 0.196, 0.24974358974358976, 0, 0.5, 0.5, 0.185, 0.27, 0.31065789473684213, 0.5, 0, 0.36, 0.10888888888888888, 0.2564772727272728, 0.15660714285714286, 0.3715625, 0.36901960784313725, 0, 0.5, 0.25, 0.392, 0, 0.24083333333333334, 0.2378, 0.13066666666666665, 0.2762162162162162, 0.2712765957446808, 0, 0, 0.3063157894736842, 0, 0, 0.3, 0.19345454545454546, 0.30403846153846154, 0.16666666666666666, 0.2171676300578035, 0.2191780821917808, 0.23294117647058823, 0.30647058823529416, 0.1809090909090909, 0.19560000000000002, 0.6, 0.5, 0.17897959183673467, 0.19993827160493827, 0.3333333333333333, 0.25902173913043475, 0.3021739130434783, 0.62, 0.32666666666666666, 0.2614814814814815, 0.23066666666666666, 0.11705882352941176, 0.42, 0.34782608695652173, 0.1503030303030303, 0.12, 0.1111111111111111, 0, 0.5714285714285714, 0.625, 0.26, 0.3333333333333333, 0.25, 0.3333333333333333, 0.186, 0.4875, 0]",0.25959609227580316
2100024,"[0.3255555555555556, 0.2742857142857143, 0, 0.5, 0.1936, 0, 0.5, 0.23076923076923078, 0.10888888888888888, 0.16666666666666666, 0.2995901639344263, 0.24, 0.36207920792079207, 0.25548387096774194, 0.3030357142857143, 0.254952380952381, 0.05052631578947368, 0.2751243781094528, 0.3222522522522523, 0.32717647058823535, 0.29083333333333333, 0.3333333333333333, 0.27188679245283026, 0.3102597402597403, 0.27214285714285713, 0.24295454545454548, 0.14285714285714285, 0.25106796116504854, 0.35625, 0.3362903225806452, 0.25320754716981136, 0.2285714285714286, 0.31242424242424244, 0.2857142857142857, 0.3333333333333333, 0.3333333333333333, 0.18458333333333332, 0.296, 0.24456790123456792, 0.24781250000000005, 0.2195336787564767, 0.1875, 0.1111111111111111, 0.1831578947368421, 0.26951515151515154, 0.2301923076923077, 0.3333333333333333, 0.4, 0.14550000000000002, 0.09090909090909091, 0.3333333333333333, 0.1922222222222222, 0.2857142857142857, 0.25, 0.2922222222222222, 0.27980263157894736, 0.232013422818792, 0.22499999999999998, 0.2914130434782609, 0.17260869565217393, 0.26682539682539685, 0.28954545454545455, 0, 0.5, 0.3126829268292683, 0.2286153846153846, 0.18515625000000002, 0.3280952380952381, 0, 0.3333333333333333, 0.14285714285714285, 0.25, 0.26571428571428574, 0.4756, 0.205, 0.23411764705882354, 0.2975, 0.33285714285714285, 0.3333333333333333, 0.1924390243902439, 0.32666666666666666, 0.3639024390243903, 0.4091666666666667, 0.29550000000000004, 0.29411764705882354, 0.13043478260869565, 0.2857142857142857, 0.32]",0.25956441156738025
